20 46,248 71,250 28,310 56,311
32 74,250 99,251 59,311 86,311
19 101,251 124,252 88,311 114,311
9 135,253 158,254 126,312 151,312
0 161,254 183,255 154,312 178,312
4 184,255 206,256 180,312 203,313
6 208,256 229,257 206,313 229,313
plate 50,227 235,238 19,329 235,330
18 251,24 257,23 245,39 252,38
30 258,22 266,21 253,38 261,38
23 267,21 277,19 262,38 271,37
8 281,18 293,16 276,37 288,36
0 294,16 308,13 289,36 304,35
4 309,13 326,10 305,35 323,34
3 329,9 349,6 326,34 348,33
plate 252,19 356,-4 243,43 356,42
