27 63,345 74,346 67,370 78,370
31 75,346 88,346 79,370 91,370
25 89,346 100,347 92,370 102,370
7 105,347 116,347 107,370 117,370
1 117,347 128,348 118,370 129,370
2 129,348 139,348 130,370 140,370
7 140,348 151,348 141,370 151,370
plate 60,336 153,340 66,375 153,375
32 312,110 327,111 319,139 333,140
16 329,111 343,112 334,140 348,140
27 345,112 359,112 350,140 363,140
8 365,113 378,113 368,140 380,140
1 379,114 391,114 381,140 393,140
9 393,114 405,115 395,140 406,141
3 406,115 417,116 407,141 417,141
plate 308,97 420,105 320,147 420,147
