27 63,122 90,123 55,185 84,185
12 94,123 120,125 87,185 115,185
11 122,125 148,126 117,185 144,186
6 160,127 184,128 156,186 182,186
6 187,128 211,129 185,186 209,187
2 213,129 236,130 211,187 235,187
7 238,131 261,132 238,187 261,187
plate 62,98 267,111 50,202 267,203
31 112,250 137,253 106,308 132,309
12 139,254 161,257 134,309 157,310
24 163,258 182,261 159,310 180,311
4 190,262 207,265 188,311 206,312
1 209,265 225,267 207,312 224,313
3 227,268 241,270 225,313 240,313
7 242,270 256,272 242,313 256,314
plate 112,229 259,258 102,323 259,325
