17 24,161 58,166 30,233 62,234
21 60,166 91,170 65,234 95,235
28 94,170 121,174 97,235 123,236
0 133,176 158,179 135,236 159,237
0 159,179 181,182 161,237 182,238
2 184,182 204,185 185,238 205,239
5 206,185 224,188 206,239 225,239
plate 18,131 230,168 27,252 230,253
20 395,340 402,339 398,351 404,351
12 402,339 409,338 405,351 412,351
10 409,338 417,337 412,351 419,350
5 421,337 430,336 423,350 431,350
5 431,336 440,335 433,350 441,350
5 441,335 453,333 442,350 453,350
3 454,333 466,332 455,350 466,349
plate 394,335 470,323 398,354 470,354
