10 76,52 86,52 81,70 91,70
26 87,52 97,51 91,70 101,69
10 98,50 110,49 103,69 114,69
0 114,49 127,48 118,69 130,69
7 128,48 142,47 131,69 144,68
4 144,46 159,45 146,68 161,68
5 160,45 177,43 162,68 178,68
plate 73,45 182,32 82,74 182,74
29 345,50 352,49 341,65 348,65
15 352,49 360,48 349,65 357,64
25 361,48 369,47 357,64 366,64
6 373,47 382,46 370,64 379,64
6 383,45 394,44 380,64 392,63
2 395,44 407,43 393,63 405,63
4 408,42 422,41 406,63 421,62
plate 346,45 425,33 339,69 424,68
