30 38,349 73,353 48,422 81,423
24 77,353 109,356 85,423 115,424
29 111,357 141,360 117,424 146,424
5 154,361 181,364 158,425 184,425
0 184,364 209,367 187,425 211,426
0 211,367 234,369 212,426 235,427
6 236,370 258,372 237,427 258,427
plate 30,318 264,349 46,441 264,442
28 164,33 183,36 157,80 177,81
23 185,37 203,40 180,81 199,82
17 204,40 220,42 200,82 217,82
3 227,43 240,45 224,83 238,83
0 242,46 254,48 240,83 253,84
6 256,48 268,50 254,84 267,85
2 268,50 279,51 268,85 279,85
plate 165,16 282,40 152,94 282,95
