26 33,397 70,402 48,473 82,474
24 74,402 108,406 86,474 117,475
12 111,406 141,410 119,475 148,476
5 155,412 182,415 161,476 186,477
1 185,415 210,418 189,477 213,478
8 212,418 235,421 215,478 237,479
4 238,421 259,424 239,479 260,479
plate 22,363 265,401 47,492 265,493
10 294,276 301,275 298,289 306,289
33 302,275 310,274 306,289 314,289
24 311,274 321,273 316,289 325,289
9 325,272 337,270 329,288 341,288
7 338,270 352,268 342,288 355,288
4 354,268 371,266 357,287 373,287
0 372,265 392,262 374,287 393,286
plate 291,271 398,251 299,293 398,292
