23 44,35 74,40 27,111 61,113
13 78,40 105,45 64,113 95,114
14 107,45 133,49 97,114 125,115
6 143,50 166,54 137,116 161,117
9 168,54 189,57 164,117 186,118
5 190,58 209,60 187,118 208,119
2 211,61 229,63 210,119 229,119
plate 46,7 234,44 17,135 233,136
13 249,297 263,296 253,323 267,323
22 264,296 279,295 267,323 282,323
18 280,295 296,293 283,323 299,322
3 304,293 321,291 307,322 324,322
4 323,291 342,289 326,322 344,321
7 344,289 365,287 346,321 366,321
0 368,287 390,285 369,321 390,320
plate 245,286 397,269 252,330 397,330
