32 36,381 62,382 30,437 56,437
14 64,383 88,384 59,437 84,437
33 90,384 112,386 86,438 109,438
6 123,386 144,388 120,438 141,438
1 145,388 166,389 143,439 165,439
2 168,389 187,391 167,439 186,439
4 190,391 208,392 189,439 208,440
plate 36,359 213,374 26,453 212,453
33 240,377 271,380 232,449 264,450
18 274,381 303,384 267,450 297,451
27 305,384 331,387 299,451 327,451
4 343,388 367,391 339,452 364,452
2 370,391 392,394 367,453 390,453
7 394,394 415,396 392,453 414,454
8 417,397 437,399 416,454 436,455
plate 240,349 442,378 225,469 442,470
