10 33,274 56,273 40,319 62,318
16 57,273 82,272 64,318 87,318
33 83,272 107,271 89,318 112,318
5 119,271 145,270 123,318 148,318
6 147,270 173,269 150,318 175,317
8 176,269 203,268 178,317 204,317
1 205,268 233,266 207,317 233,317
plate 28,256 241,245 39,330 242,330
14 271,149 277,148 277,160 283,160
23 277,148 285,147 284,160 291,160
27 286,147 294,146 292,160 300,160
6 298,146 308,144 304,160 314,159
8 309,144 322,142 315,159 327,159
9 324,142 338,140 328,159 341,158
0 340,140 359,137 343,158 360,158
plate 267,145 363,128 278,163 364,162
