29 46,49 68,50 56,90 76,90
15 69,50 90,51 77,90 97,90
22 91,51 112,51 98,90 117,90
7 121,52 139,53 125,90 143,90
8 141,53 159,53 145,90 161,91
0 161,54 178,54 163,91 179,91
8 180,54 197,55 181,91 197,91
plate 39,30 201,39 56,100 201,100
27 261,98 279,96 270,133 288,132
25 282,96 302,93 290,132 310,132
21 304,93 326,91 312,132 334,131
0 338,90 364,87 344,131 370,130
8 367,86 397,83 373,130 401,129
7 399,83 432,79 404,129 436,129
6 437,79 475,74 439,128 476,127
plate 255,84 486,50 270,142 486,141
