22 65,19 85,18 55,64 76,63
20 88,18 109,16 78,63 101,63
25 110,16 133,14 102,63 126,62
0 144,13 168,12 137,62 162,62
9 171,12 196,10 165,62 192,61
3 198,9 226,7 194,61 223,60
0 229,7 258,5 227,60 257,60
plate 67,3 266,-15 50,76 266,76
23 276,466 286,466 270,490 280,490
24 288,465 298,465 282,490 293,489
22 300,465 312,464 294,489 307,489
1 317,463 330,462 313,489 326,489
8 331,462 344,461 327,489 342,489
2 345,461 360,460 343,489 358,488
7 362,460 376,459 360,488 375,488
plate 277,458 380,449 266,497 380,497
