28 78,476 89,475 84,497 95,497
20 90,475 102,475 96,497 108,497
23 104,475 117,474 109,497 121,497
7 122,474 135,473 126,497 138,497
4 136,473 149,473 139,497 152,496
0 152,473 166,472 154,496 167,496
9 167,472 182,472 168,496 182,496
plate 74,466 185,460 85,503 186,502
13 234,147 246,148 237,172 249,172
19 248,148 259,150 250,172 261,173
19 259,150 269,151 261,173 271,173
0 274,152 283,153 275,173 284,173
3 284,153 291,154 285,173 292,174
6 292,154 300,155 293,174 300,174
6 301,155 307,156 301,174 307,174
plate 231,134 310,148 236,179 310,179
