12 41,196 71,200 25,270 59,271
12 75,200 102,204 62,272 92,273
33 104,204 130,208 95,273 122,274
4 141,210 163,213 134,274 159,275
3 166,213 187,216 161,275 184,276
7 188,216 208,219 185,276 206,277
5 210,219 228,222 208,277 228,278
plate 43,168 233,202 16,293 233,294
12 330,446 352,447 336,489 357,489
31 353,447 374,449 358,489 378,489
14 375,449 395,450 379,489 398,490
1 404,450 421,451 406,490 423,490
1 423,451 440,453 425,490 442,490
0 442,453 458,454 443,490 459,491
2 460,454 476,455 461,491 476,491
plate 325,427 480,439 335,500 480,500
