17 87,255 102,253 77,288 93,288
11 103,253 121,251 94,288 112,287
21 122,251 141,248 114,287 133,286
3 150,247 172,244 142,286 166,285
8 174,244 199,240 168,285 193,284
5 202,240 229,236 197,284 226,283
9 232,236 264,232 229,283 262,282
plate 88,243 274,213 73,298 273,297
17 70,31 93,35 57,89 82,90
31 95,35 115,39 84,90 107,91
31 117,39 135,42 109,91 129,92
3 142,43 159,46 137,92 155,93
8 160,46 175,49 156,93 172,94
8 176,49 190,51 174,94 189,95
7 191,51 204,53 190,95 204,95
plate 72,12 207,40 50,105 207,106
