25 38,447 59,448 46,488 67,488
15 60,448 81,449 68,488 87,488
25 82,449 103,450 89,488 108,489
1 111,450 130,451 116,489 133,489
1 132,451 149,452 135,489 152,489
3 151,452 169,453 154,489 170,489
3 171,453 187,453 172,489 187,489
plate 31,429 192,437 46,498 192,499
29 359,72 366,71 364,85 371,85
27 367,71 375,70 372,85 380,85
26 376,70 385,69 381,85 389,85
6 390,69 400,68 394,85 403,84
3 401,67 414,66 404,84 416,84
2 415,66 428,64 418,84 430,84
5 430,64 447,62 431,84 447,83
plate 356,67 450,53 365,88 450,88
