30 70,37 97,39 62,99 90,100
27 99,40 125,42 92,100 120,101
14 127,42 151,44 122,101 147,101
1 162,45 185,46 158,101 183,102
0 187,47 208,48 184,102 207,102
7 211,48 231,50 209,102 230,103
5 233,50 252,52 232,103 252,103
plate 69,14 258,33 56,117 258,118
26 237,230 257,230 247,268 266,268
32 259,230 280,229 268,268 288,268
17 282,229 304,228 290,268 310,267
5 313,228 336,227 319,267 341,267
2 338,227 361,226 343,267 365,267
9 363,226 387,225 367,267 390,267
8 390,225 415,224 392,267 415,267
plate 231,214 421,206 247,278 421,278
