28 52,61 72,62 45,108 66,108
13 74,62 93,63 68,108 88,108
11 95,63 113,64 90,108 109,108
2 121,64 139,65 117,109 136,109
9 141,65 158,66 138,109 156,109
5 160,66 176,67 158,109 175,109
6 178,67 194,68 177,109 194,110
plate 52,45 198,54 40,120 198,120
11 166,305 187,307 158,356 180,356
31 189,307 209,309 182,356 203,357
24 211,309 229,311 205,357 225,357
0 237,311 255,313 233,357 252,358
5 256,313 273,314 254,358 271,358
2 275,315 290,316 273,358 289,358
5 292,316 307,317 291,359 306,359
plate 166,288 311,303 153,369 310,370
