18 17,207 52,212 33,279 65,280
27 55,212 88,216 68,280 98,281
24 90,216 119,220 101,281 127,281
9 132,221 159,224 139,282 164,282
9 161,225 184,227 166,282 188,283
3 187,228 209,230 190,283 211,284
1 211,231 231,233 212,284 231,284
plate 5,175 236,212 33,296 236,297
14 124,76 148,78 117,129 142,129
30 150,78 172,80 145,129 168,130
17 174,80 195,82 170,130 192,130
3 204,83 224,84 201,131 221,131
4 226,84 244,86 223,131 243,131
8 246,86 263,87 244,132 263,132
6 265,88 282,89 264,132 282,132
plate 124,56 286,73 113,144 286,145
