19 67,262 97,265 75,323 104,324
31 100,265 128,268 106,324 133,324
31 130,268 155,270 135,324 159,325
3 167,271 190,274 171,325 193,326
9 192,274 214,276 195,326 216,326
7 216,276 236,278 218,326 237,327
6 239,278 257,280 240,327 258,327
plate 61,236 262,260 75,339 263,340
20 130,390 139,389 124,408 133,408
18 139,389 148,388 133,408 143,408
29 150,388 159,387 144,407 155,407
5 164,386 174,385 159,407 170,407
4 175,385 187,384 171,407 184,406
3 189,384 202,382 186,406 200,406
8 203,382 217,381 201,406 216,405
plate 132,383 221,372 121,414 220,413
