23 101,292 126,295 106,343 131,344
15 128,295 150,298 132,344 154,345
31 152,298 172,301 155,345 175,345
3 181,302 198,305 183,345 200,346
1 200,305 216,307 202,346 217,347
1 217,307 232,309 218,347 232,347
0 233,309 247,311 234,347 247,348
plate 95,268 250,296 105,357 250,357
20 67,111 86,110 52,155 72,155
18 89,110 109,108 75,155 96,154
20 110,108 132,106 98,154 121,154
5 142,105 166,103 132,154 157,153
7 168,103 193,101 160,153 187,152
6 195,101 222,99 189,152 218,152
1 225,99 253,96 221,152 252,151
plate 70,96 262,76 45,168 261,168
