31 226,80 251,84 213,141 241,143
28 254,84 276,88 243,143 268,144
19 279,89 299,92 271,144 293,145
8 307,94 325,97 302,145 321,146
8 327,97 343,100 323,146 341,147
1 345,100 360,103 342,147 358,148
7 361,103 375,105 360,148 374,149
plate 228,58 378,90 206,160 378,162
27 79,189 88,189 83,207 92,207
17 89,189 99,188 93,207 103,207
32 101,187 112,186 104,207 115,206
2 117,186 129,185 120,206 131,206
8 130,185 143,184 132,206 145,206
6 146,183 161,182 148,206 162,205
2 162,182 178,180 163,205 179,205
plate 76,182 183,169 83,212 183,211
