20 92,290 98,289 84,304 91,304
21 98,289 106,287 91,304 98,303
27 107,287 115,286 100,303 108,303
9 119,285 129,283 112,302 123,302
4 130,283 141,281 124,302 136,301
2 143,281 157,278 138,301 154,300
4 158,278 175,275 155,300 174,299
plate 94,285 180,266 81,308 179,307
12 155,44 175,43 161,83 181,83
27 177,43 198,42 183,83 204,82
21 200,42 222,41 205,82 226,82
8 233,40 256,39 237,82 259,82
7 258,39 283,37 261,81 285,81
6 285,37 310,36 288,81 312,81
4 314,36 341,34 315,81 341,80
plate 151,28 348,14 161,93 348,93
