17 44,169 67,170 30,222 55,222
26 69,170 91,171 57,222 81,222
31 93,171 113,172 83,222 105,223
2 123,173 143,173 116,223 138,223
0 145,174 165,174 139,223 161,223
1 166,175 185,175 163,223 183,224
8 187,176 205,176 185,224 205,224
plate 47,150 210,159 24,238 210,238
29 297,357 309,358 294,382 306,383
27 310,359 320,360 308,383 318,383
27 320,360 330,362 318,383 328,384
1 334,362 342,363 332,384 341,384
8 342,364 349,365 342,384 348,385
9 350,365 357,366 349,385 356,385
5 357,366 363,367 357,385 363,385
plate 297,345 365,359 292,390 365,391
