23 80,439 97,441 73,481 91,482
20 99,441 116,443 93,482 111,482
10 117,443 133,445 112,482 129,483
4 139,445 153,447 136,483 150,483
6 155,447 167,448 152,483 166,484
1 169,448 182,450 168,484 181,484
0 183,450 195,451 182,484 195,484
plate 80,424 198,439 68,493 198,494
13 343,120 352,118 333,140 341,140
18 353,118 363,117 342,140 353,139
31 364,117 375,115 354,139 366,139
1 380,114 393,112 372,138 385,138
0 395,112 409,109 387,138 403,137
7 411,109 429,106 405,137 425,136
4 430,106 451,103 426,136 450,135
plate 346,113 457,91 328,146 456,145
