31 201,340 216,339 190,374 206,374
20 217,339 233,338 207,374 224,374
31 234,338 250,337 225,374 243,373
3 257,336 275,335 250,373 268,373
7 276,335 294,334 270,373 290,373
7 296,334 315,333 292,373 312,372
3 317,332 337,331 315,372 336,372
plate 203,329 343,317 185,384 342,383
26 106,414 136,420 90,490 123,492
23 138,420 166,426 126,492 156,494
17 168,426 191,431 159,494 184,495
9 201,433 222,437 195,496 218,497
9 224,437 242,441 220,497 240,498
2 244,441 261,445 242,498 260,499
0 262,445 278,448 261,499 277,500
plate 108,387 282,430 81,513 282,515
