22 44,308 73,312 38,373 68,375
17 76,312 102,316 71,375 98,376
19 104,316 127,320 100,376 124,377
6 138,321 158,324 135,377 156,378
1 160,324 179,327 158,378 178,379
8 181,327 198,330 180,379 197,379
5 200,330 216,332 199,380 216,380
plate 44,282 220,314 33,392 220,394
16 305,51 332,51 314,107 340,107
27 335,52 363,52 342,107 369,107
24 365,53 391,53 371,107 396,107
4 403,54 429,55 408,107 433,108
4 431,55 456,56 435,108 458,108
0 459,56 483,56 461,108 484,108
4 485,56 508,57 486,108 509,108
plate 297,27 515,36 313,121 515,122
