12 48,178 66,177 60,210 77,209
15 68,177 87,175 79,209 97,209
30 89,175 109,173 99,209 118,209
9 120,172 143,170 129,208 150,208
3 145,169 172,167 153,208 178,207
4 174,167 203,164 180,207 206,207
0 207,164 239,161 210,207 240,206
plate 42,165 248,139 61,218 248,217
15 188,253 205,252 195,283 211,283
33 206,252 223,251 212,283 228,283
12 224,251 242,250 229,283 247,283
2 250,250 268,249 255,283 272,282
2 271,249 289,248 274,282 292,282
7 292,248 311,247 294,282 313,282
5 313,247 334,246 315,282 334,282
plate 184,239 340,230 195,291 340,291
