24 35,310 68,314 46,375 77,376
26 71,314 100,318 79,376 107,377
28 103,318 128,321 109,377 134,378
6 141,323 164,325 145,378 167,379
4 166,326 188,328 169,379 190,380
9 189,329 209,331 192,380 210,380
3 212,331 230,333 213,380 230,381
plate 27,281 234,314 47,392 234,393
12 289,162 321,166 281,237 314,238
17 324,167 353,170 318,238 348,239
23 356,171 382,174 350,239 378,240
3 394,176 418,179 390,240 415,241
3 420,179 442,182 418,241 441,242
7 444,182 465,185 442,242 464,243
0 467,185 486,188 466,243 486,243
plate 289,133 491,167 274,258 491,259
