30 60,374 75,376 54,411 70,412
31 77,376 91,378 72,412 87,412
11 93,378 107,379 89,413 104,413
4 113,380 125,381 110,413 123,413
4 126,381 138,383 124,414 137,414
0 139,383 150,384 138,414 149,414
7 152,384 162,385 151,414 161,415
plate 59,361 164,375 50,422 164,423
13 289,126 299,125 282,150 293,150
32 301,125 313,123 295,150 307,149
14 314,123 327,122 308,149 322,149
8 333,121 347,120 328,149 342,148
3 349,120 363,118 344,148 360,148
5 365,118 383,116 362,148 381,147
4 384,116 403,114 382,147 402,147
plate 290,117 408,102 279,157 408,157
