31 67,53 91,54 55,109 81,109
11 93,54 117,55 83,109 109,110
22 119,55 142,56 111,110 135,110
4 152,56 175,57 146,110 171,110
9 177,57 199,58 173,110 195,111
6 201,58 222,59 198,111 220,111
8 224,59 244,60 222,111 244,111
plate 68,33 250,41 49,126 250,126
26 114,185 127,186 118,210 130,210
17 128,186 139,188 131,210 142,210
22 139,188 150,189 142,210 152,211
0 154,189 164,190 156,211 165,211
0 165,191 172,191 166,211 173,211
6 173,192 181,192 174,211 182,211
1 182,193 189,193 183,211 189,212
plate 110,172 191,185 118,216 191,216
