25 337,390 354,391 345,425 360,426
33 356,391 372,392 363,426 378,426
21 375,393 391,394 380,426 395,426
9 398,394 413,395 401,426 415,427
0 414,395 428,396 416,427 430,427
8 429,396 442,397 431,427 443,427
4 444,397 456,398 445,427 457,427
plate 331,375 460,387 344,435 460,435
24 72,338 78,337 69,350 75,350
19 78,337 85,336 75,350 82,349
12 86,336 93,335 83,349 90,349
1 97,334 106,332 94,349 103,349
7 107,332 118,330 104,349 116,348
1 119,330 131,328 117,348 130,347
0 133,328 149,325 131,347 149,347
plate 73,334 153,318 68,353 152,352
