30 44,429 69,434 37,490 63,491
26 71,434 93,438 66,491 89,492
18 95,438 115,442 91,492 112,493
8 122,443 140,446 120,494 138,494
5 141,447 157,449 139,494 155,495
2 158,450 172,452 157,495 172,496
6 174,452 186,455 173,496 186,496
plate 44,408 190,441 32,505 189,507
19 254,22 272,21 261,56 279,55
32 273,21 293,19 281,55 299,55
33 294,19 315,18 301,55 320,55
5 324,17 346,16 329,54 350,54
0 348,16 371,14 352,54 375,54
6 374,14 399,13 377,54 401,53
5 401,12 428,11 403,53 429,53
plate 249,8 435,-7 262,64 435,64
