12 30,144 56,147 13,208 42,209
29 58,147 83,150 44,209 72,210
14 85,150 107,152 74,210 99,210
3 117,153 139,155 110,211 133,211
2 141,155 160,157 135,211 157,212
1 163,157 181,159 159,212 179,212
7 183,159 200,161 181,212 200,213
plate 33,122 205,144 4,228 205,229
10 221,179 248,182 228,236 253,237
27 250,182 274,185 255,237 278,238
15 277,186 298,189 280,238 301,238
3 307,190 326,192 310,238 328,239
7 328,192 346,195 330,239 347,240
6 348,195 364,197 349,240 365,240
2 366,197 381,199 366,240 381,241
plate 216,156 385,184 226,249 385,250
