12 49,74 75,77 39,133 66,135
18 77,78 100,81 69,135 93,136
25 102,81 123,85 96,136 118,137
6 131,86 150,89 127,137 147,138
5 151,89 169,91 149,138 167,139
3 170,92 186,94 168,139 185,139
7 187,94 202,96 186,139 201,140
plate 51,51 205,81 33,152 205,153
13 259,450 268,449 266,465 274,464
15 268,448 278,447 275,464 284,464
33 279,447 290,446 286,464 296,464
8 295,446 307,444 300,464 312,463
0 308,444 322,442 313,463 326,463
1 325,442 341,440 329,463 344,462
6 342,440 361,438 345,462 362,462
plate 255,443 366,426 267,468 367,468
