10 52,104 75,105 57,153 79,153
20 78,106 99,107 81,153 103,153
33 102,107 122,108 105,153 125,154
5 131,109 150,110 133,154 152,154
9 152,110 171,111 154,154 172,154
4 173,112 191,113 174,155 191,155
5 193,113 210,114 193,155 210,155
plate 48,85 214,99 56,164 214,165
16 246,334 281,340 239,415 275,417
12 284,340 315,346 279,417 311,418
15 317,346 344,351 313,418 341,420
9 356,353 380,357 353,420 378,421
1 382,357 404,361 380,421 402,422
3 405,361 425,365 404,422 424,423
8 427,365 445,368 426,423 445,424
plate 245,302 449,348 233,438 449,440
