24 66,362 98,368 52,442 87,444
15 102,369 131,374 91,444 122,446
24 133,374 159,379 124,446 152,447
4 170,381 192,385 164,447 188,449
1 195,385 215,389 191,449 213,450
6 217,389 235,392 214,450 234,451
9 237,393 255,396 236,451 254,452
plate 68,333 259,376 43,466 259,468
12 322,403 332,401 308,426 318,426
22 333,401 345,399 320,426 331,425
29 346,398 359,396 333,425 346,424
2 365,395 380,392 352,424 369,423
1 382,392 400,389 371,423 391,422
4 402,388 424,385 393,422 417,421
7 426,384 452,380 420,421 450,419
plate 326,395 460,366 303,433 458,431
