17 84,420 98,419 88,446 102,446
22 99,419 114,418 102,446 117,446
25 115,418 131,416 118,446 134,445
3 139,416 156,414 142,445 159,445
7 158,414 177,412 161,445 179,444
4 179,412 200,410 181,444 201,444
2 203,410 225,408 204,444 225,443
plate 80,409 232,392 87,453 232,453
29 197,251 211,249 189,280 203,280
21 212,249 228,247 205,280 221,279
25 229,247 246,244 222,279 239,278
4 255,243 275,240 249,278 269,277
3 277,240 300,237 271,277 296,276
5 302,236 328,233 298,276 325,275
7 332,232 362,228 329,275 361,274
plate 198,240 372,209 186,289 371,287
