18 318,39 335,37 324,71 340,71
33 337,37 354,36 342,71 359,71
20 356,36 374,35 360,71 378,71
9 382,35 402,33 386,70 405,70
9 404,33 425,32 407,70 427,70
1 427,32 449,30 429,70 451,70
9 452,30 475,29 453,70 475,69
plate 314,26 481,13 324,79 482,79
30 270,219 286,217 264,253 281,253
31 288,217 306,215 282,253 301,252
11 308,215 327,212 302,252 322,251
1 336,211 360,208 332,251 356,250
6 362,208 386,205 358,250 383,249
6 390,205 418,201 387,249 416,248
3 420,201 452,197 418,248 451,247
plate 271,207 462,177 261,263 462,262
