20 13,161 51,166 22,241 58,242
24 55,167 88,172 62,243 94,244
32 91,172 121,176 96,244 125,245
0 134,178 160,182 138,245 163,246
6 163,183 187,186 166,246 189,247
2 189,186 211,190 191,247 212,248
6 213,190 233,193 214,248 233,249
plate 4,125 238,171 21,262 238,263
16 197,356 205,355 201,371 209,371
17 206,355 215,354 210,371 219,371
11 217,353 227,352 221,371 231,371
5 232,352 244,350 235,370 247,370
1 245,350 259,349 248,370 261,370
8 261,348 277,347 263,370 278,369
7 278,347 296,345 279,369 296,369
plate 194,349 300,333 201,376 301,375
