24 53,438 82,440 66,494 93,495
17 85,440 113,442 96,495 122,495
30 115,442 140,443 124,495 148,496
1 153,444 176,446 159,496 181,496
8 179,446 202,447 183,496 205,496
2 204,447 226,449 207,497 228,497
0 229,449 249,450 230,497 250,497
plate 44,412 255,430 67,509 255,509
23 105,132 131,135 112,189 137,190
18 134,136 158,139 140,190 163,191
16 160,139 182,142 165,191 186,191
8 191,143 210,145 194,192 213,192
3 212,146 230,148 215,192 232,193
4 232,148 249,150 233,193 249,193
3 250,150 265,152 251,193 266,194
plate 99,109 269,137 111,202 269,203
