30 43,392 64,393 29,440 52,441
19 66,393 86,394 54,441 76,441
14 88,394 107,395 78,441 100,441
7 115,395 134,396 108,442 129,442
3 136,397 154,397 131,442 150,442
3 155,398 173,398 152,442 171,442
4 174,399 191,399 173,442 191,443
plate 46,375 195,384 23,456 195,456
21 209,94 217,93 199,112 207,112
20 218,93 227,91 209,112 217,112
28 228,91 238,90 219,112 229,111
9 243,89 254,87 234,111 247,110
6 255,87 269,85 248,110 263,110
4 270,85 285,82 264,109 281,109
6 287,82 303,80 283,109 302,108
plate 212,88 309,70 195,118 308,117
