23 61,409 94,413 55,483 89,484
14 97,413 127,417 92,484 123,485
25 129,417 156,421 125,485 153,486
8 168,422 192,425 165,487 190,487
5 195,425 217,428 193,487 216,488
0 219,428 240,431 218,488 239,489
9 242,431 261,434 241,489 261,490
plate 60,380 266,413 50,504 266,505
14 87,102 114,103 101,152 125,152
29 117,103 142,105 128,152 151,153
28 144,105 169,106 153,153 176,153
6 179,107 202,108 185,153 207,154
3 204,108 226,109 208,154 229,154
0 228,109 249,110 231,154 251,154
8 251,110 271,111 252,154 271,154
plate 79,79 276,93 102,165 276,165
