22 39,146 65,150 44,199 69,199
24 66,150 89,153 70,199 92,200
13 90,153 111,156 94,200 114,201
2 120,158 137,160 122,201 138,202
4 139,160 154,163 140,202 155,202
6 156,163 170,165 157,203 171,203
6 172,165 185,167 172,203 185,203
plate 33,122 188,152 43,212 188,213
25 304,265 318,263 293,297 308,296
24 320,263 335,262 310,296 326,296
30 337,262 354,260 328,296 345,295
3 361,259 380,257 354,295 374,294
3 382,257 403,255 376,294 397,294
1 405,255 427,252 400,294 424,293
0 429,252 454,249 426,293 453,292
plate 306,254 460,234 288,306 460,305
