12 54,337 73,335 66,370 84,370
19 75,335 95,333 86,370 105,370
33 97,333 118,331 107,370 127,369
1 129,331 153,329 137,369 160,369
0 155,329 181,326 162,369 187,368
2 184,326 211,324 189,368 215,368
1 215,324 245,321 218,367 246,367
plate 48,322 254,300 67,379 255,378
27 123,111 156,115 134,180 165,180
17 159,115 190,118 168,181 197,181
19 193,119 220,122 200,181 226,182
8 232,123 259,126 237,182 262,183
3 261,126 284,128 264,183 286,184
7 287,129 308,131 289,184 309,184
3 310,131 330,133 311,184 330,185
plate 114,82 336,113 133,197 336,198
