11 241,193 255,191 231,223 246,223
23 257,191 272,188 247,223 264,222
20 274,188 291,186 265,222 283,221
1 300,185 320,182 292,221 313,220
2 321,182 345,179 315,220 339,219
8 347,178 372,175 341,219 368,218
6 375,175 404,171 372,218 403,217
plate 243,181 413,153 227,232 412,231
11 43,39 70,41 52,92 77,92
11 72,41 97,43 79,92 103,93
16 99,43 123,45 105,93 128,93
2 133,45 155,47 137,93 158,94
4 157,47 178,49 160,94 180,94
5 180,49 200,50 182,94 201,94
2 202,50 221,52 203,94 221,95
plate 37,16 225,34 51,106 225,106
