25 354,76 371,78 360,110 375,111
19 372,78 387,80 377,111 391,111
23 390,80 404,82 393,111 406,112
2 409,82 422,84 412,112 424,112
7 423,84 434,85 425,112 436,112
1 436,85 447,87 437,112 448,113
1 448,87 458,88 448,113 458,113
plate 350,61 460,77 360,119 460,120
26 69,362 81,362 77,385 88,385
13 82,362 94,362 89,385 101,385
17 97,362 109,361 103,385 115,385
3 115,361 128,361 120,384 132,384
8 129,361 143,360 133,384 146,384
2 145,360 159,360 148,384 161,384
0 160,360 175,359 162,384 175,384
plate 64,352 178,348 78,390 179,390
