27 172,444 203,450 162,520 195,521
32 206,450 234,455 198,521 228,523
21 236,456 261,460 230,523 256,524
9 271,462 293,466 267,525 291,526
1 295,466 314,470 292,526 313,527
6 317,470 334,473 315,527 333,528
5 336,474 352,476 335,528 351,528
plate 172,416 356,458 155,542 356,543
25 50,329 71,328 57,369 77,369
27 73,328 95,327 79,369 101,369
28 97,327 118,326 102,368 123,368
6 130,326 153,324 134,368 157,368
8 155,324 180,323 159,368 183,368
3 182,323 207,322 185,368 209,367
4 211,322 237,321 212,367 237,367
plate 45,312 244,300 57,380 244,379
