15 76,405 90,404 66,434 79,433
18 91,404 105,402 80,433 95,433
27 107,401 123,399 97,433 114,432
2 130,398 148,396 121,432 141,431
6 150,396 171,393 143,431 165,430
0 173,393 197,389 167,430 193,429
7 199,389 226,386 195,429 225,428
plate 79,395 233,370 61,442 232,441
10 396,167 414,169 402,207 420,208
11 417,170 434,172 422,208 438,209
18 436,172 452,174 440,209 456,209
8 459,175 474,177 462,209 476,210
7 475,177 488,178 477,210 489,210
2 489,178 501,180 490,210 502,210
2 503,180 514,181 504,211 514,211
plate 390,150 517,170 401,218 517,219
