27 64,56 95,61 58,129 91,131
18 98,61 127,66 94,131 124,132
14 129,66 155,70 126,132 152,133
4 165,72 189,75 163,134 187,135
9 190,76 210,79 189,135 209,136
2 213,79 231,82 212,136 231,136
0 233,83 249,85 232,136 249,137
plate 62,27 254,66 52,150 254,152
18 145,247 157,245 130,275 143,274
11 159,245 172,243 144,274 159,274
26 174,243 189,240 160,273 176,273
7 196,239 214,237 184,272 203,272
9 215,237 235,234 205,271 227,271
9 237,233 260,230 229,270 255,269
5 263,230 289,226 257,269 287,268
plate 149,237 296,211 124,284 295,282
