10 36,415 70,419 48,483 80,484
10 73,420 103,424 82,484 110,485
33 106,424 132,428 113,485 137,486
3 144,429 167,433 149,486 170,487
3 169,433 191,436 172,487 193,487
4 193,436 212,439 195,488 213,488
2 214,439 232,441 215,488 232,489
plate 27,384 236,422 49,500 236,501
27 84,124 97,123 92,149 104,149
15 98,123 113,122 106,149 120,148
15 114,122 130,121 121,148 136,148
7 137,120 153,119 143,148 158,148
5 155,119 172,118 160,148 176,148
6 175,118 194,116 178,147 196,147
6 196,116 217,115 198,147 217,147
plate 79,113 222,100 92,155 223,155
