13 68,270 87,273 63,316 83,317
12 89,273 107,276 85,317 104,318
11 108,276 125,278 105,318 122,318
1 132,279 145,281 130,318 144,319
3 147,282 160,283 146,319 159,320
8 161,284 174,285 160,320 173,320
9 175,285 186,287 174,320 186,320
plate 68,253 189,275 59,329 189,330
24 320,409 331,407 311,433 322,432
11 332,407 345,405 324,432 337,432
17 347,404 362,402 338,432 353,431
6 368,401 386,398 361,430 379,430
8 388,397 410,394 381,429 403,428
9 412,393 437,389 406,428 433,427
8 440,389 470,384 436,427 469,425
plate 322,400 479,368 307,440 478,438
