24 298,17 316,18 286,63 306,63
33 318,18 336,19 308,63 328,63
32 338,19 356,20 330,63 349,63
5 363,20 380,21 357,63 375,64
2 382,21 398,21 377,64 395,64
8 400,21 416,22 397,64 414,64
5 418,22 434,23 416,64 433,64
plate 300,3 438,9 281,75 438,75
29 83,120 95,119 70,149 83,148
11 97,118 111,116 84,148 99,147
13 112,116 128,114 101,147 117,147
3 135,113 153,111 125,146 144,146
7 155,110 175,107 146,145 168,145
2 178,107 201,104 170,144 196,143
8 203,104 229,100 198,143 228,142
plate 86,110 236,85 65,157 235,156
