26 74,329 91,331 64,372 82,372
11 93,331 109,333 85,373 103,373
23 110,333 126,335 104,373 120,374
3 132,336 145,338 127,374 142,374
0 147,338 159,339 143,374 157,375
7 160,339 173,341 158,375 171,375
9 173,341 185,342 172,375 184,376
plate 75,314 188,331 58,385 187,386
28 98,29 107,28 86,48 95,47
16 107,28 117,26 95,47 105,47
24 117,25 129,23 106,46 117,46
7 134,22 148,19 123,45 137,45
6 150,19 166,16 139,44 157,43
7 168,15 188,11 159,43 182,42
7 191,11 216,5 185,42 214,40
plate 102,23 225,-7 82,53 224,52
