18 58,440 84,441 71,491 96,491
28 87,442 112,443 98,491 121,491
24 115,443 139,444 124,492 146,492
0 149,445 172,446 156,492 177,492
5 174,446 196,448 179,492 199,493
6 198,448 219,449 201,493 221,493
5 221,449 241,450 223,493 241,493
plate 49,417 246,432 72,504 246,504
32 141,27 148,26 148,40 155,40
10 149,26 157,25 156,40 164,40
20 159,25 169,24 165,40 175,39
6 173,23 185,21 179,39 190,39
1 186,21 200,19 191,39 205,38
9 203,19 220,17 207,38 223,38
5 221,16 242,14 224,38 243,37
plate 137,22 248,1 149,44 248,43
