32 65,136 90,138 74,184 97,184
30 91,139 114,141 98,184 119,185
23 115,141 136,143 120,185 140,185
7 145,144 163,146 148,185 165,186
3 165,146 181,147 167,186 183,186
1 183,148 199,149 185,186 200,187
5 200,149 215,151 201,187 215,187
plate 58,114 219,135 74,196 219,196
26 316,374 330,376 309,407 324,407
32 331,376 343,377 325,407 339,408
20 345,377 357,379 341,408 353,408
6 361,380 372,381 358,408 370,409
4 373,381 383,382 371,409 381,409
6 384,382 393,383 383,409 393,410
7 394,384 403,385 393,410 402,410
plate 317,362 405,376 305,417 405,418
