12 54,374 69,373 46,410 63,409
23 71,373 87,372 64,409 81,409
12 89,372 106,371 83,409 101,409
5 113,371 131,370 109,409 127,408
9 133,370 151,369 129,408 149,408
4 153,369 173,368 151,408 171,408
0 175,368 195,367 173,408 194,408
plate 55,362 200,353 43,419 200,418
12 233,173 243,174 225,200 237,200
33 244,174 255,175 238,200 250,200
10 256,175 265,176 251,200 261,200
3 270,176 278,177 266,200 276,201
4 279,177 288,178 277,201 287,201
3 289,178 297,178 287,201 296,201
5 298,178 306,179 297,201 306,201
plate 234,165 308,172 222,206 308,207
