19 78,438 99,439 73,485 95,485
27 102,439 123,439 97,485 119,485
10 125,439 146,440 122,485 143,486
9 154,440 175,441 152,486 173,486
3 176,441 196,442 175,486 195,486
9 198,442 217,443 197,486 216,486
3 219,443 238,443 218,486 237,487
plate 77,420 242,427 69,499 242,499
28 258,313 264,312 250,327 257,326
30 265,311 272,310 257,326 264,326
25 273,310 281,308 265,326 274,325
1 285,308 295,306 278,325 288,324
9 296,306 307,304 289,324 301,324
2 309,303 323,301 304,324 319,323
4 324,301 341,297 321,323 340,321
plate 261,308 346,289 247,331 345,330
