14 82,241 96,243 76,275 92,275
16 97,243 110,245 93,275 107,276
17 113,245 125,247 109,276 122,277
4 129,247 140,249 127,277 138,277
0 141,249 151,250 139,277 150,278
5 152,251 162,252 151,278 161,278
8 162,252 171,253 162,278 171,278
plate 83,228 173,244 73,285 173,286
27 254,85 288,87 270,152 301,152
31 292,87 323,89 304,152 334,153
27 326,89 356,91 336,153 364,153
8 369,92 398,94 377,153 403,154
4 401,95 427,96 406,154 431,154
2 429,96 455,98 433,154 457,155
4 457,98 481,100 459,155 482,155
plate 243,55 488,77 270,168 488,169
