20 79,108 98,110 74,154 94,154
12 100,111 119,113 96,154 115,155
28 120,113 136,116 117,155 134,156
5 143,117 157,119 141,156 155,157
8 158,119 171,121 157,157 170,157
3 173,121 185,123 172,157 184,158
1 186,123 197,125 185,158 197,158
plate 79,90 200,112 70,167 200,168
23 85,236 101,235 71,272 88,271
20 102,235 119,234 90,271 107,271
14 120,234 138,232 109,271 128,271
0 145,232 164,231 136,270 156,270
6 166,230 185,229 158,270 180,269
9 187,229 208,227 182,269 204,269
3 210,227 232,226 207,269 231,268
plate 88,224 237,211 65,283 237,282
