28 27,330 49,329 43,370 63,370
11 50,329 74,328 65,370 88,370
24 76,328 101,326 89,370 112,370
0 112,325 140,324 123,369 148,369
5 142,324 170,322 150,369 176,369
0 173,322 203,320 180,369 207,368
1 205,320 237,318 209,368 238,368
plate 17,313 246,295 44,381 247,380
29 145,105 155,104 139,128 150,128
23 156,104 167,104 151,128 162,128
11 168,103 180,102 164,128 176,128
2 186,102 199,101 182,127 196,127
5 200,101 213,100 197,127 211,127
4 214,100 229,99 212,127 228,126
3 231,99 246,97 230,126 246,126
plate 145,97 251,87 136,135 250,135
