32 59,215 86,216 47,278 76,279
10 89,216 115,218 79,279 107,279
17 117,218 142,219 109,279 135,280
2 153,220 177,222 147,280 173,280
3 180,222 203,223 176,280 200,281
7 205,223 227,225 202,281 225,281
6 229,225 250,226 228,281 250,282
plate 60,191 256,206 39,297 256,298
16 182,28 195,27 190,53 203,53
27 197,27 212,25 205,53 219,53
22 213,25 230,23 221,53 237,52
0 237,22 257,20 244,52 262,52
8 259,19 281,17 265,51 285,51
4 283,17 308,14 288,51 311,50
5 311,13 340,10 314,50 341,50
plate 177,19 348,-6 191,59 349,58
