26 86,271 98,272 83,300 95,300
10 99,272 111,274 96,300 109,300
22 112,274 122,275 110,300 121,301
4 127,276 137,277 126,301 136,301
7 137,277 147,278 137,301 146,301
3 148,278 156,279 147,301 156,302
3 157,279 165,280 156,302 165,302
plate 86,261 167,272 81,307 167,307
25 157,460 162,459 152,471 157,471
24 163,459 169,457 158,471 164,470
24 170,457 177,456 165,470 172,470
4 180,455 189,454 175,470 184,469
6 189,454 200,452 185,469 196,469
5 201,451 214,449 198,469 211,468
3 215,449 232,446 212,468 231,467
plate 159,456 235,438 151,474 234,472
