26 52,438 84,440 60,504 90,505
17 87,441 118,442 93,505 123,505
20 120,443 148,444 125,505 152,506
9 161,445 188,447 165,506 191,506
9 191,447 217,449 194,506 218,507
5 219,449 243,451 220,507 244,507
7 246,451 269,452 247,507 269,507
plate 45,410 275,430 58,521 275,522
25 62,46 80,49 67,88 84,88
32 83,49 100,52 87,89 103,89
19 102,52 118,54 105,89 120,90
0 125,55 139,57 126,90 140,90
1 140,57 153,59 141,90 154,91
3 154,59 166,61 154,91 166,91
1 167,61 177,62 168,91 177,92
plate 57,29 180,51 65,99 180,100
